date,open,high,low,close,volume
2018-08-24 13:30:00,165.940002441406,165.940002441406,165.610000610352,165.759994506836,0
2018-08-24 13:35:00,165.699996948242,165.699996948242,165.059997558594,165.149993896484,19404
2018-08-24 13:40:00,165.229995727539,165.339996337891,165.139999389648,165.330001831055,13468
2018-08-24 13:45:00,165.300003051758,165.300003051758,165.070007324219,165.160003662109,28090
2018-08-24 13:50:00,165.070007324219,165.279998779297,165.070007324219,165.279998779297,14164
2018-08-24 13:55:00,165.279998779297,165.46549987793,165.279998779297,165.330001831055,14119
2018-08-24 14:00:00,165.339996337891,165.539993286133,165.339996337891,165.520004272461,10378
2018-08-24 14:05:00,165.485000610352,165.485000610352,165.345001220703,165.399993896484,10865
2018-08-24 14:10:00,165.380004882812,165.460006713867,165.330001831055,165.460006713867,9776
2018-08-24 14:15:00,165.494995117188,165.509994506836,165.410003662109,165.509994506836,11926
2018-08-24 14:20:00,165.550003051758,165.619995117188,165.550003051758,165.600006103516,10718
2018-08-24 14:25:00,165.649993896484,165.699996948242,165.5,165.570007324219,65583
2018-08-24 14:30:00,165.520004272461,165.789993286133,165.520004272461,165.789993286133,67421
2018-08-24 14:35:00,165.830001831055,166.009994506836,165.729995727539,166.009994506836,24772
2018-08-24 14:40:00,165.979995727539,165.979995727539,165.889999389648,165.889999389648,29597
2018-08-24 14:45:00,165.929992675781,165.960006713867,165.860000610352,165.899993896484,27520
2018-08-24 14:50:00,165.929992675781,165.929992675781,165.75,165.899993896484,12214
2018-08-24 14:55:00,165.869995117188,165.949996948242,165.869995117188,165.910003662109,14089
2018-08-24 15:00:00,165.940002441406,165.940002441406,165.75,165.75,29065
2018-08-24 15:05:00,165.804504394531,165.804504394531,165.699996948242,165.779998779297,26196
2018-08-24 15:10:00,165.729995727539,165.850006103516,165.729995727539,165.850006103516,32444
2018-08-24 15:15:00,165.955001831055,166.050003051758,165.949996948242,165.949996948242,15501
2018-08-24 15:20:00,165.990005493164,166.125,165.960006713867,166.089996337891,27185
2018-08-24 15:25:00,166.119995117188,166.259994506836,166.119995117188,166.259994506836,5177
2018-08-24 15:30:00,166.270004272461,166.350006103516,166.240005493164,166.339996337891,9486
2018-08-24 15:35:00,166.419998168945,166.429992675781,166.380004882812,166.419998168945,10003
2018-08-24 15:40:00,166.460006713867,166.5,166.399993896484,166.429992675781,9060
2018-08-24 15:45:00,166.431198120117,166.52180480957,166.431198120117,166.52180480957,7834
2018-08-24 15:50:00,166.5,166.559997558594,166.490005493164,166.559997558594,8303
2018-08-24 15:55:00,166.559997558594,166.690002441406,166.559997558594,166.682006835938,35601
2018-08-24 16:00:00,166.690002441406,166.729995727539,166.649993896484,166.729995727539,10236
2018-08-24 16:05:00,166.75,166.770004272461,166.699996948242,166.725006103516,8020
2018-08-24 16:10:00,166.724899291992,166.729995727539,166.540100097656,166.595001220703,27776
2018-08-24 16:15:00,166.619995117188,166.619995117188,166.54899597168,166.580001831055,10391
2018-08-24 16:20:00,166.580001831055,166.589996337891,166.539993286133,166.580001831055,11444
2018-08-24 16:25:00,166.589996337891,166.589996337891,166.533905029297,166.589996337891,22557
2018-08-24 16:30:00,166.554992675781,166.610000610352,166.520004272461,166.520004272461,13583
2018-08-24 16:35:00,166.539993286133,166.580001831055,166.539993286133,166.565002441406,8919
2018-08-24 16:40:00,166.559997558594,166.600006103516,166.539993286133,166.574996948242,29800
2018-08-24 16:45:00,166.570007324219,166.589996337891,166.5,166.520004272461,29408
2018-08-24 16:50:00,166.533599853516,166.550003051758,166.529998779297,166.529998779297,12347
2018-08-24 16:55:00,166.550003051758,166.550003051758,166.449996948242,166.520004272461,9834
2018-08-24 17:00:00,166.464996337891,166.490005493164,166.419998168945,166.460006713867,10754
2018-08-24 17:05:00,166.479995727539,166.479995727539,166.429992675781,166.429992675781,5125
2018-08-24 17:10:00,166.369995117188,166.369995117188,166.259994506836,166.259994506836,7495
2018-08-24 17:15:00,166.259994506836,166.309997558594,166.259994506836,166.300003051758,5084
